-53.3904332060611,-52.7875567075121,-52.1484105863426,-51.4503728366747,-51.0728508078093,-52.1158861686569,-54.2002622431459,-54.8923602183867,-57.2923119629953,-61.270426150124,-70.6968580816118,-63.9622549363776,-56.2779715829012,-52.7703167783709,-51.6831638227182,-52.7863093121829,-55.4455215857519,-58.8524296705686,-56.5905142683643,-57.6941763029183,-52.1579017031306,-51.1298286765735,-49.5387339145977,-47.6845795910184,-46.3807678376771,-45.4028610138814,-44.7684971331352,-44.4463269319016,-44.0576807777574,-43.9949688695752,-44.3534539824193,-45.6161312995219,-46.696551047774,-47.6432186264362,-48.2351807454398,-49.4719762044677,-51.5714159101626,-55.4238006839985,-62.9205030027292,-64.9953368748524,-54.8155129098176,-53.5411604585211,-51.1258765453847,-49.2515723665288,-47.8324908770534,-46.9039495282485,-46.5332373962858,-46.6437995711508,-46.7259184727369,-47.1265304876452,-47.8313773385502,-48.5167775472168,-49.3190826145893,-50.4081884778508,-51.6651323939904,-52.4931334723529,-53.2122666713136,-54.1075265785472
-56.5331097855567,-55.4458461161871,-54.3173247722274,-52.5259049485882,-51.4509107079082,-51.3501977548074,-53.1253739407186,-53.3091328143257,-53.0109699148428,-54.263778026116,-58.7299317058863,-60.9626461169467,-53.9128952986558,-50.7850459255916,-50.3194684455695,-51.6277713416235,-53.4287600735542,-54.8347406704458,-53.3380943307483,-54.045820956969,-51.3747285214297,-50.5587647998366,-49.2880780301966,-47.9919305140129,-46.900640542573,-46.0412321733698,-45.35815653433,-44.9920529885602,-44.6305035198681,-44.3347223815585,-44.2922789726331,-45.4307260937349,-46.7637993221997,-48.3407906024204,-48.9164997315133,-49.7330005516026,-50.9465267221346,-52.4797785196154,-54.9179993681125,-54.1359178854048,-53.7941583207748,-52.6905703992471,-51.2019464671718,-50.0048126278399,-49.1929537027441,-48.3605736571203,-47.8883655202983,-47.6216424947644,-47.5163562848393,-47.606007771444,-48.0897571128748,-48.5996452577912,-49.4345623128997,-50.5878574803366,-52.0991472035388,-53.3957656087808,-54.638235296698,-55.7309980357094
-62.2760902178744,-58.9227789534148,-56.2580226040236,-53.6210151363004,-52.0716341508631,-50.7049339062352,-51.540113892797,-51.8654631528472,-50.6574044767171,-50.9869436023114,-53.4000872323042,-53.6168999359894,-50.8877599524307,-49.5362883750509,-50.0847552332206,-51.2915150931446,-51.8319846102581,-52.0545673623582,-51.9858791926667,-51.7822265583205,-51.5706625456941,-50.7941329170409,-49.7980004377958,-49.1665360070511,-48.2449431410827,-47.503885600234,-46.7430208564483,-46.2291967669803,-45.9468656361745,-45.4513796970738,-44.990373638964,-45.572051615437,-46.7790842250813,-48.6404281960645,-49.6764899727228,-50.1417322919178,-50.583703721412,-50.8473038842998,-52.4681121026243,-50.9842495846764,-52.5959684122235,-51.3807445108568,-50.7353323661832,-50.6575708572282,-51.0318404239826,-50.8065354783608,-50.3452244508865,-49.5460668475551,-49.1203201795349,-48.7161467102032,-48.7592852159382,-48.977554441947,-49.8997266204728,-51.108281911317,-53.1967513035385,-55.4161168291465,-58.0688902118937,-59.6838197800558
-81.0301618703727,-62.7732272900807,-57.3795285471868,-54.2630065005469,-52.7149193375565,-50.504597893578,-49.9127822101151,-50.4818665372805,-49.4637343323378,-49.1130398288523,-49.4863323767067,-48.7268809903474,-48.2548648397455,-48.9038296909167,-50.5648223453138,-51.0734207835137,-50.5926901306853,-50.5695649106398,-52.0056437070989,-51.1283177379705,-53.1277360093827,-52.1150033082905,-51.212704147987,-51.0728115449253,-50.3124381796198,-49.6733203756801,-48.7928084292254,-48.0193422723593,-47.8077515226379,-47.2606928619049,-46.5279770071713,-46.2921883562259,-47.176523753304,-48.9164753038779,-50.7654673395281,-51.3915850402921,-51.4126890548012,-51.0745320687804,-52.1287056381271,-50.4679362748656,-52.1341933468681,-51.0282002598991,-51.0173907420214,-51.8225641465667,-53.4471134272756,-54.4314781042503,-54.1224606230797,-52.5208814773587,-51.4962620474439,-50.318957233924,-49.6495541630168,-49.4541116386609,-50.267369694184,-51.4106901801567,-53.9695313722171,-57.3744219470014,-64.4223489864711,-72.13614757082
-67.2660043621651,-63.5203434670176,-57.7643013333296,-54.0135509238878,-52.5281743092182,-50.5447101812877,-48.6475304878528,-48.8440368891629,-48.6199234352232,-47.8910423457174,-46.826354297252,-45.9712150877986,-46.7071745770042,-48.8332302439461,-50.8044913537994,-50.4085862460084,-49.966374910189,-50.5232264088802,-53.187377470286,-52.4775296763351,-56.4952855479703,-54.7902034327105,-53.5470389461913,-53.3297860451547,-52.9308659507251,-52.3478130715999,-51.274201645909,-50.1453296835384,-49.8443208840798,-49.5321927951113,-48.9297679380958,-47.8534463074331,-48.3959636444377,-49.7938968421046,-52.3146380717774,-53.5937204341415,-53.6011727973049,-52.9514036836154,-53.0165158353284,-51.7928411017482,-52.5380737604511,-51.8126928109578,-52.3249814218806,-53.8484894038235,-56.6088818686418,-59.7157243077757,-59.6364499370042,-56.355368957929,-54.2683928342992,-52.0906396963243,-50.5618017995328,-49.92579051184,-50.198956649795,-50.9675403281226,-52.7381473905217,-55.4406288386115,-59.5604492030529,-61.7680917175519
-63.069829277076,-60.0654488972957,-56.8361793500195,-52.9967893153995,-51.3137826731787,-50.2681729316038,-47.9662614678108,-47.3231183567321,-47.687580747461,-47.0346060925816,-45.4055739163944,-44.8478338063453,-46.2689143595783,-48.8498803139956,-49.7577748865594,-49.4901166140838,-50.166233137114,-52.1107148795922,-55.496771536422,-57.2600518157095,-62.8379358562358,-58.7950619041547,-56.6485398040974,-55.9093244742902,-56.2255587062724,-55.3901571650117,-53.8489465436424,-52.2683708882635,-51.4818407778664,-51.6844731112173,-51.998351173691,-50.4684812910265,-50.7770712637105,-51.9554670500627,-54.7648124475549,-56.407231905185,-56.7690909285704,-56.1911981584642,-54.6405629692047,-54.9047632122896,-53.88629454412,-53.8934482684196,-54.5461727642002,-56.3826636904233,-59.8308516286231,-68.4780805964427,-67.8132579754504,-59.2828251682843,-55.8690054590035,-53.1656922619962,-51.1565618550342,-50.2087674172353,-49.750698914121,-49.973797988868,-50.4433650358523,-51.9331379483501,-53.6122389383134,-54.5364009622942
-61.1922875530001,-56.3332812656938,-54.2341761496243,-51.6352066910957,-49.9865239045698,-49.4666766575265,-47.8628940183609,-46.4117491925245,-46.7591431022785,-46.4197258781888,-45.0905641743595,-45.0582102616049,-46.5787312329734,-48.0906084622255,-48.0192385359603,-48.8251880283735,-51.0524998506142,-54.8770125216774,-58.1339506622436,-88.5336627957355,-85.1571325300546,-62.0688750550783,-60.7146658736043,-60.5222049623362,-61.7067159183447,-59.0867961641893,-56.0700079797557,-53.8391335086512,-52.2126551117111,-52.795130029997,-54.8432240955863,-53.9185586406655,-53.9860866525683,-55.9830151187554,-59.2222578655317,-59.1701433962286,-58.9616874123857,-59.3737202157824,-56.6248012087885,-59.9941451182666,-56.4360140441076,-57.8517059164086,-57.8249421574641,-58.4277018554384,-59.9535080798997,-65.2383712986924,-65.5179360983306,-58.6078170679973,-55.0492449360587,-52.7119574284593,-51.0006187555294,-49.9700532932969,-49.1250024522455,-48.9469905761188,-48.6256381440791,-49.4046843650191,-50.2525860084482,-50.8250304232867
-57.400892461896,-53.3286083863592,-51.5809905161971,-50.4044516687417,-49.1898201901707,-48.6402467035628,-48.1829620689854,-46.3670034764874,-46.2245251053764,-46.0923578776667,-45.6984546495321,-46.3367999641975,-47.009114483486,-46.747018565384,-46.7320824290806,-48.6263244846321,-51.7140178475755,-54.4631915256544,-56.7570390805087,-57.016607747092,-64.329829974243,-62.5798135698758,-68.8595130191977,-74.9261852556494,-79.6535735251111,-63.134981029375,-56.9425831652366,-54.081908550604,-52.0847298547282,-52.5578092561412,-55.7090763283978,-56.3817258190765,-55.0164150127368,-58.3817983742027,-69.1738893014681,-61.3554250574399,-58.6780157946087,-59.8563558637379,-58.638272237455,-65.9367219341825,-60.8858127548255,-65.7981572458854,-63.864044380092,-60.4477153960066,-58.2064258455866,-58.5630591081717,-58.6340524747256,-55.9474667798793,-53.3115330458418,-51.3691467868285,-50.1257253887408,-49.1820694016297,-48.4469443563539,-48.1450536340755,-47.6223664168145,-47.9396986249712,-48.3605142270386,-48.7375434645131
-53.246998872083,-51.1775327996491,-49.8662052673102,-49.6830592767499,-49.0781045356609,-48.3316902834906,-48.7507937313995,-47.3114186541754,-46.4705489490966,-46.3166172270023,-47.0416472777791,-48.2662099021208,-47.2379343867335,-45.8875258535404,-46.3836624682871,-48.7824173596529,-51.0078669105732,-51.1288541871334,-52.8894193933497,-52.1349388855747,-56.9516474490245,-60.7867673543637,-62.718606914739,-58.8910823960875,-60.155924579389,-59.5019952880876,-55.1858973782919,-52.8238468837617,-51.5454837439983,-51.6269737882044,-54.1611409659057,-56.2780312802876,-53.4650884117938,-54.7169359798592,-64.6810078860892,-62.4037067179388,-57.84454968149,-58.6598039659567,-59.9842045521918,-69.1870998094387,-67.8230853597084,-70.6920713818499,-70.6403413102784,-63.3244992170289,-57.318188900462,-55.119594448002,-54.5100775939189,-53.2133454846172,-51.6530192291303,-50.1111271907701,-49.1207714203869,-48.3315690345028,-47.87660561644,-47.6461039968706,-47.350952025822,-47.346315182522,-47.5062118070921,-47.7746938766523
-50.372407610367,-49.9153869336626,-49.2363219695431,-49.6390271892216,-49.6174886063824,-48.8144515984633,-49.5585721384549,-49.3459878440413,-47.8527713781908,-47.4967497459564,-49.0086970060614,-50.1848826243576,-47.6798787950622,-46.1441667775906,-47.105818003472,-49.0066286835048,-49.5512234803234,-48.9334341312873,-50.1087330622542,-50.2782838261132,-52.3477869223779,-55.5946680608282,-54.5999988000317,-52.9230569792939,-53.944892516832,-53.6830686102516,-52.0445044120063,-50.9655104945363,-50.8970410192881,-50.595186248634,-51.8382714530668,-55.04957732213,-52.6731470900296,-52.2595932231783,-57.9341506730889,-61.4274671364503,-57.4267876178788,-57.2642400282396,-59.7408493944412,-67.7704140494632,-64.4103808812293,-63.0468852813271,-60.5542804514559,-60.6503749327825,-56.8909704105247,-53.3927902690514,-52.0964033195121,-51.1541806672928,-50.3000752769314,-49.3159608342414,-48.5068151952115,-47.9091913578302,-47.6508538843755,-47.5291752949771,-47.6655219547418,-47.489319521135,-47.522644600989,-47.7635330515608
