-43.9564469355996,-43.0937111247262,-42.8960105101052,-43.6803202492716,-45.2371416719033,-47.3980658318659,-49.3860322782866,-51.7396028933534,-53.7549843797304,-54.4568134191118,-53.0131473348743,-51.5866756671067,-50.3032136799179,-50.2797408026306,-49.1574750247565,-49.1389756200996,-48.3370675777074,-48.3007210046756,-48.0386027156632,-47.9179257372491,-46.9503198199897,-46.7123974793383,-46.0215972086672,-45.6213276119386,-45.3310186002953,-45.9682815550858,-46.6127045468867,-47.5887156747061,-48.8880978235996,-50.8406845815245,-52.6556867646326,-56.5317467321411,-67.3647228838941,-66.4794392780716,-58.6931746671405,-55.7587266329912,-53.0591177009473,-52.2938281417649,-51.8651712723157,-51.6296680680308,-49.7679508963086,-48.9674590424833,-48.1751487325054,-47.6277564538929,-47.604228524478,-46.7810288755494,-46.4495075602472,-46.700587257116,-46.6669584296781,-47.0080816811183,-47.3534385201051,-48.273099032345,-48.6676953962554,-49.6030127431653,-50.7479644432499,-51.5125097856468,-51.4025991231469,-50.2880964112301,-49.7470252391291,-49.4715041612292,-50.0094792375238,-49.5258858079414,-50.411183844242,-52.1788375356284,-53.4478355320777,-56.2544632736943,-54.5806871929588,-51.3628952524074,-47.7665286700725,-44.7609227928228
-43.7091559784033,-43.7005790872825,-43.6115280019811,-44.3621043109917,-46.1793821986814,-48.9174939656468,-51.8580351115541,-56.1276420861731,-61.3794099256684,-60.7811337837356,-56.4396478597611,-53.657216990091,-51.6455609648938,-51.0807103162965,-49.8763305544375,-50.5314170787287,-50.3564109794374,-50.6767617824432,-50.9587678179135,-50.3763608102602,-49.0870888068768,-48.4972156769097,-47.208428229056,-46.1685569518201,-45.6387520117082,-45.9341498208573,-46.5933899681776,-47.390227129876,-49.3371253196059,-51.5527611771779,-54.1771493199705,-57.9699122395774,-63.3754850075405,-63.5443919725716,-61.5087645521633,-58.3340256030921,-56.3322942715171,-54.707000336779,-53.8206289453765,-53.8733724049584,-53.5353589593174,-51.2704026126629,-50.1130582109333,-48.7081934570489,-48.1449288438123,-46.7455591508044,-46.5959676359478,-46.4938144650774,-46.9540039170735,-47.5129294001799,-48.4870447608365,-49.3699322337525,-49.7566877230057,-50.5231510225963,-50.1949624447298,-50.3840349844558,-50.1525776163774,-49.0344878672308,-48.1040555237187,-47.7535335306165,-48.5167550991478,-48.7983813659422,-49.8144989496296,-50.1102441653922,-50.005662386548,-49.8358997514526,-48.4410432592958,-47.3588732352538,-45.3032054608817,-43.4348114545956
-43.1828706162097,-44.1877577277796,-44.6166573486453,-45.4157079266601,-47.5366814326308,-50.6557288722299,-53.7496286378904,-57.4372527405758,-61.7188467019146,-72.7087486925681,-62.4052528717145,-57.5881511180286,-54.3966704406614,-52.3959581033027,-51.3416329928282,-52.6477810992896,-54.2162439977793,-55.7995488251149,-56.4774642435465,-53.7561616456558,-50.7988502448126,-49.5258657368016,-47.8348903300237,-46.5878426217957,-46.24881432639,-46.3000204971907,-46.9433914699823,-47.6213702944365,-49.617702186222,-51.7336583348081,-54.1460540518974,-56.2694147719333,-58.7049935072006,-60.525665066568,-60.3280253798184,-61.1891809825361,-60.8076163683837,-57.5812233130051,-56.3803392888642,-57.6693417379412,-62.8756019752089,-56.2808855002586,-52.7177094179456,-49.6023038240789,-48.2103161337926,-46.7848270739634,-46.7869493083951,-46.3979652255221,-47.2733932061663,-48.2870209149797,-50.2459248954246,-51.4841185633645,-52.5099133576927,-52.7385501287077,-50.745304454918,-50.2038464386472,-49.5916236199791,-48.9364808588096,-47.8704859925257,-47.3938032521656,-47.8537056653479,-48.6121519405497,-49.2411491827899,-48.615540383269,-48.14558357957,-47.207912553931,-45.9477181278864,-44.8003144862502,-43.2607733856385,-42.0901655880068
-42.7290619824958,-44.3034340746622,-45.510902906697,-46.4942993913962,-48.6524018454515,-52.0304475335865,-55.122155114212,-57.3972116619574,-58.6090270538339,-58.4917953602029,-56.4511343667259,-55.3187748599856,-55.2163504732537,-53.119331383379,-52.7588069766847,-53.7433987532543,-55.3587282155124,-60.4840540505843,-80.371714474303,-58.1613172104674,-52.0838208645824,-49.7187657735318,-48.0109405892664,-47.0644327969759,-47.1069810362091,-47.0836576383896,-47.6368861741855,-48.3407017869883,-49.7694341797141,-51.4870659906229,-52.7501645979652,-54.5599150907849,-57.9211342376356,-60.9815642162909,-59.8024795574886,-62.4010604130811,-65.7520656767146,-60.4390944197708,-58.8912365895308,-61.0638505055049,-62.1203694203312,-58.4565144867842,-53.0747954940305,-49.3940846181168,-47.6851265047822,-46.6540821075015,-46.5772960221705,-46.1528819365399,-47.231035694228,-48.9172789519627,-52.261481489399,-55.6619345598165,-59.1685517148213,-56.4819907721212,-51.9824272530187,-50.1802707692648,-49.269095344707,-49.3634818764801,-48.6679238905479,-48.347842230824,-48.393844804085,-49.3939250859872,-49.4719796630657,-48.3142925857542,-47.7438679500705,-46.2571203451363,-45.100141228612,-43.5190210831704,-42.111792017135,-41.1739974716431
-42.5590036338093,-43.8751708306537,-45.5096898351404,-46.4891667289131,-47.7184371405051,-50.8768150162926,-55.0956198582001,-62.7605381347873,-63.8372503647746,-54.2691389647935,-51.0543158985028,-50.1849434719746,-51.625823974969,-51.9579885481752,-52.3030825133148,-51.5038630915544,-51.1543593765261,-53.3333423178525,-58.4402570323834,-57.8836847422684,-52.9669372644079,-49.7250076116403,-48.4213565150239,-48.0600502552165,-48.3473675091842,-48.2957779748418,-48.6386033373774,-49.4351651533615,-50.0731930344801,-51.2131520189808,-51.647005188476,-53.6726363101485,-58.6676629626539,-67.3354959670658,-62.3566614742563,-59.4531858754304,-59.6536779775254,-58.1123051181506,-58.8128976715744,-56.9529342639562,-53.9164099366741,-51.3270844406935,-49.9907660451145,-48.1322509362395,-46.8193539098178,-46.2121034144788,-45.8723804642503,-45.7348085909912,-46.8387007951253,-48.9245093973522,-52.8891538779647,-60.2978986234263,-67.43190858816,-58.3101946421156,-52.6824171252835,-49.8280816663545,-49.0297756052313,-49.6542105457691,-49.9219682451882,-50.3266282634456,-50.2559352285636,-51.5059031707684,-51.4732326402399,-49.6891962308971,-48.4462892391472,-46.1500885957864,-44.8954939268877,-43.0066055136944,-41.6693071620573,-40.7622269230976
-42.6334936281886,-42.9331742495258,-44.2205334118204,-44.9502626744318,-45.2140142158844,-47.5663865785355,-50.9247483070867,-55.1970705577219,-55.6959989737933,-50.8798477455589,-47.8966235451063,-47.0657941716933,-48.1484373637438,-49.2958123768621,-49.7168923937369,-48.6074467108636,-48.4257493854407,-49.7091297645313,-52.7152952722388,-53.151123279773,-53.0805849815543,-50.1707033765587,-49.7584985097927,-50.1324013286907,-50.3164227376529,-50.0294576121731,-49.8706958184357,-50.5322083766252,-50.4348153554125,-50.9141466023275,-51.0872908858713,-52.7228636779231,-56.1926521861466,-63.1140742795,-63.0433506497968,-55.3174560360841,-52.9075399328152,-52.4625152096042,-54.6101919006638,-52.4301639018547,-49.7816342543642,-47.22605554786,-46.9883261618117,-46.5306343489294,-45.7760847213412,-45.4595500639364,-44.9677691495502,-45.3321669851436,-46.4028410709205,-48.263169709202,-51.1617500825799,-54.4264073039902,-54.6806281934948,-54.1554980854317,-51.614119601257,-49.2201263939753,-48.7468518309658,-49.2649986020326,-50.6287827142527,-52.0822809755263,-52.6269414293188,-54.9013924937352,-57.9441429928502,-53.2728117978581,-49.4001170788154,-46.2262244116458,-44.5800668429239,-42.8187491189291,-41.6355620015177,-40.7703168998464
-42.6779917488309,-41.7324293881264,-42.2503245384566,-42.86363107834,-42.917970120825,-44.4220839533759,-46.3445580256263,-47.389405945164,-47.5394793983256,-47.1956895801118,-45.7985346114425,-45.2786975812011,-45.586539185039,-46.4716733430439,-46.8616435689986,-46.6025871321513,-47.2131685220405,-47.937636840337,-49.4083209372961,-49.7094864056129,-52.2410761255577,-51.3799690847115,-52.6283643030054,-54.1140233603227,-53.7082747286142,-52.5397588863736,-51.1572215989915,-51.010510932232,-50.2987788408722,-50.2619867778114,-50.6192696811756,-51.1540971712465,-51.7557986255065,-53.851840669695,-54.810008270371,-51.6497788003024,-48.9384460425996,-48.4159482376778,-49.6830742278994,-48.6103264477035,-46.5655899289015,-44.9075413948085,-44.8673251326434,-44.9933839851509,-44.6375022516785,-44.5547110079419,-44.2532323446704,-45.1549524578325,-46.1913209368466,-47.4568026141339,-49.1086983585449,-50.1927402499981,-50.5031999571506,-50.6568359551063,-49.7492274880558,-48.5844923578285,-48.2739127174962,-48.1441012325107,-49.8566611744125,-51.470375102595,-52.1915856333552,-54.8418520362288,-63.1860000371799,-54.6181792495554,-49.0360664398628,-46.0648120218883,-44.0796896484069,-42.7365786277773,-41.7961321595988,-41.0951057940995
-42.3142700638985,-40.6261150785031,-40.4318220228139,-41.0238017900574,-41.3239383091948,-42.1027407357521,-43.1105478713142,-43.2305148102937,-43.3293799511497,-44.1401889435015,-44.2886340937628,-44.2189251779428,-43.7865083929081,-44.2845903168077,-44.7434548250408,-45.5001475493121,-46.7694064301755,-46.7820141727024,-47.0715743970164,-47.6850138816261,-50.8699958354293,-53.3075233992198,-57.2543135282112,-61.81261021641,-61.1310280963953,-56.1323564210727,-52.0910101869421,-50.4388033855996,-49.2976516306107,-49.0014641056139,-49.7007599130976,-49.3719315778338,-48.5356924139495,-49.117773075099,-49.4913316656201,-48.6121194785271,-46.7164045427831,-45.9678681567003,-45.9749362845589,-45.3822866934491,-44.0372899696795,-43.542503651358,-43.4282460809234,-43.6184010714296,-43.5355385044942,-43.7304941651747,-43.9886560669652,-45.3142789886056,-46.3376062239705,-47.1011523780324,-48.0238020043908,-48.3931204555384,-48.862188310123,-48.7174480666015,-48.2373246459081,-47.9588378398429,-47.5422084860512,-46.7474418251327,-47.922001821779,-49.1329717690835,-49.5579385183919,-50.6891233600482,-51.0707771066275,-49.7087943827545,-47.4789044722827,-45.7768884557239,-43.8786307423791,-42.8903655929968,-42.1717330262852,-41.7035232073085
-41.4087494145457,-39.8797447417404,-39.2503610023615,-39.7636876177927,-40.4032985202783,-40.6386089805124,-41.1264290913713,-41.0341353606415,-41.1783123069051,-42.1497062557659,-43.1930845432564,-43.4904617991321,-42.7194999975828,-43.0016143236323,-43.6233192827271,-45.1086259733813,-46.5137589555204,-45.968390680699,-45.7399702521715,-46.8494763915501,-49.5823910982619,-54.6173149607227,-57.6827027246859,-59.907627327131,-66.2900770562322,-57.8752629450401,-51.9778605893177,-49.1985702869577,-47.9014585245017,-47.443615497547,-48.1946862054285,-47.7654355649526,-46.6587448733751,-46.4888873596738,-46.3973747236159,-46.3576832836562,-45.5931695106483,-44.7602991126499,-43.6925146025015,-43.0778415086762,-42.4003128747739,-42.7207762124221,-42.4534026622447,-42.4475394741525,-42.6327090407096,-43.1648075648647,-44.2054929625831,-45.7684200303478,-46.8743325165751,-47.6596522046964,-48.3910303730519,-48.5484812263851,-48.8858877000731,-47.9971772515677,-47.3435226374862,-47.2683418383706,-46.5929635723943,-45.5817585014515,-45.9175493599202,-46.8148971459532,-47.449968272318,-47.7121701313159,-46.8273617506065,-46.5408799581916,-46.2088103178035,-45.7515107183453,-44.3787003282225,-43.6135538764835,-43.0218118716517,-42.6913472440843
-40.3193713952273,-39.6206512954745,-38.9138163581259,-39.2441430686442,-40.0704560727262,-39.9887187210661,-40.1956938098947,-40.213119732121,-40.4555353277993,-41.1920994106275,-42.432319216338,-42.9184430351854,-42.3984038540652,-42.6469740959526,-43.5149359729085,-45.2403449963765,-46.2913519130381,-45.8585410225226,-45.6717777568148,-47.0768935884757,-48.778068466837,-53.0800335525785,-53.5447046718477,-53.9271030987651,-54.348184007827,-53.4253618448876,-50.5496960503206,-47.9559552800646,-46.7678861388719,-46.1920921756863,-46.6080754388013,-46.5194984349299,-45.9043631796665,-45.349776593458,-44.9203058238537,-45.0524827407186,-45.1189893581979,-44.4929261924282,-42.7344812823726,-41.8957492894654,-41.7266445033517,-42.2529227610731,-41.8349006988512,-41.5891530505349,-42.0405288694979,-42.8885031200805,-44.5799283864579,-46.2257048178066,-47.6885245782981,-49.5790200209963,-50.9762309271107,-50.9578424959826,-50.3127724931339,-48.1192416125739,-46.9737335619853,-46.5132157399331,-45.6212625058841,-44.9367815819393,-44.5692435637701,-45.1916001300297,-46.1511845550039,-46.1096859508349,-45.0667115592013,-45.2651599559735,-45.8077162050936,-46.2438951494556,-45.7660646732486,-45.2799022978446,-44.7584613750047,-44.3101076192838
