-45.0917116156482,-43.9261101792228,-43.3424081325597,-42.8636729516832,-42.8020566121729,-42.6478307887251,-41.8753985645296,-41.5594476197164,-41.8488746488309,-41.5001529648726,-43.8190686761117,-44.1455595391491,-44.6870482611642,-46.4976886074134,-48.7125183533316,-50.0849159326074,-49.4462828842698,-49.4073431938646,-48.1154395141893,-46.2141722812294,-44.9066746984492,-44.8279546268385,-46.02244108794,-47.9175661238116,-49.7687522479958,-49.1533276537298,-50.1217160460271,-50.6277206511012,-50.1894701665754,-53.5939215338058,-49.4839989177979,-51.8234280279766,-55.2860277329026,-57.919009039886,-59.7834794509861,-60.9555695282129,-58.5421855801554,-52.6741347736332,-49.5362308350475,-47.4466973454414,-46.4486716282812,-44.8744114756364,-43.6987452506623,-43.3928164664742,-43.3895755339149,-43.4242974233617,-43.5717486418776,-43.9083782316188,-44.4715171874941,-44.7265061592897,-45.5018714142143,-45.8372720699855,-46.0286661433015,-46.5003393214021
-48.3217314394543,-45.8109759335341,-43.8145946553018,-42.7121658335193,-42.0055644096621,-41.9086925766171,-41.1323773189405,-40.9326799784933,-41.4898705868899,-40.7780505188381,-42.3232425230241,-43.8190544852061,-43.733058983198,-45.8319902963981,-47.1911346179018,-46.750121389963,-46.5523685776758,-46.9033525014239,-46.7056966489049,-45.2703990150736,-44.56548636015,-44.824630315536,-46.4681409369383,-49.417601311066,-53.3113518581606,-54.9874260873882,-58.6301525106492,-57.718319101117,-55.1722488223097,-54.6251371665576,-50.4254044836033,-53.5771920341619,-54.7778200643712,-57.7290659775188,-59.4255020113221,-54.9669532866355,-53.15090762221,-51.9829586132741,-49.4743061272834,-46.2587396382032,-44.6695981892724,-43.3069916554154,-42.266229671899,-42.4769890831634,-42.6374034250897,-43.1866868262251,-43.8670711602376,-45.0571331704632,-46.5318818344838,-47.5554264984929,-47.4995520851245,-46.7497368160535,-45.8360201091397,-45.4278609489904
-52.4443966036922,-47.9384824945705,-44.5911222296627,-43.0282392388221,-41.657119099885,-41.3908313959736,-40.811416660097,-40.7544805579712,-41.3305701772929,-40.9121951663829,-41.2267918389565,-43.2526045916913,-43.6240982994971,-45.4357725120729,-46.3106293925116,-45.6363345282811,-45.5363777331563,-45.5266010489053,-45.4587441991315,-44.5296655792491,-44.4802885298603,-45.0546755977936,-46.7237648474838,-49.3904860775986,-54.3787099557489,-58.1509306328441,-63.8839243990377,-58.1459968647818,-59.0221809201801,-53.5075271469953,-50.7730884450719,-54.2163522582717,-55.8287656630534,-63.6824288552289,-60.8438124579429,-53.2370599268297,-49.9546802579599,-49.2093924469881,-47.3226677499767,-44.7265993417924,-43.0142130525132,-41.9697675421686,-41.2337353123933,-41.6551021604048,-42.0455985484722,-43.1508354647651,-44.6884808033841,-47.5143986134962,-51.8459802016815,-56.029289368561,-51.4811898678961,-48.3176391125434,-45.8795006126849,-44.5945405802463
-52.3748564367787,-48.3758698701911,-44.9708349021793,-43.2671352644544,-41.5222402763419,-41.041744072908,-40.7651302629557,-40.8758257240533,-41.2314133982659,-41.7928338103013,-41.1572818974308,-43.0776487118266,-44.5709663878306,-45.6597095025867,-46.3268042364168,-46.1503335158474,-45.9242184420931,-45.1750247519697,-44.6750483734336,-44.1433803702303,-44.5289467665575,-45.2284551219511,-46.512181624611,-47.7921946203524,-50.7454107779414,-50.9721623356826,-53.2556080266581,-53.0878920149621,-54.715146808817,-50.6289838081886,-50.2632727373522,-53.5077232230709,-57.4756233361616,-63.9551531699644,-55.3406431415767,-52.2978995252073,-48.648199771491,-46.6896679070424,-44.8810356626368,-43.3524432940476,-41.8727189927347,-41.0614808162458,-40.6487925185537,-41.0042455317779,-41.623438839129,-43.1790917995643,-45.4775885122427,-49.6824601169657,-55.7233454896196,-56.4108285191999,-52.3993342264221,-49.0165436414679,-46.0333586841448,-44.1477234904345
-49.3953568319798,-47.0774524871836,-44.6271510344272,-43.0415090540748,-41.4921140716835,-40.9035680560134,-40.9535852199166,-41.223145198622,-41.3041243823253,-43.0567209508902,-42.376948240904,-43.7761408850528,-46.5502636066357,-46.8940327798082,-47.6929812989351,-48.4289357212295,-47.6371891789026,-45.7823789916376,-44.4713621674828,-44.0576291826725,-44.3985875955347,-44.8720129562046,-45.4250563191682,-45.5497817527383,-46.7795044038101,-46.8147073508903,-48.6913969121186,-49.2287942602174,-49.36499056629,-47.3883765249983,-49.3699084690998,-51.7200909987684,-52.6821511082862,-53.5760738132181,-50.7324701172034,-49.496735836479,-47.6146461122511,-44.9878130588714,-43.1825357456755,-42.2616718200523,-41.1948897367435,-40.5441498857926,-40.4006489842886,-40.5391271925524,-41.2974949814029,-43.0038125775398,-45.2425833348207,-47.8127276227993,-48.2468300098745,-47.920471031987,-48.4075913920069,-47.8919007469556,-46.2471528853666,-44.2129004756285
-47.1705082460317,-45.5874650169471,-43.9059466215847,-42.574703207941,-41.6699528616926,-41.1144719694419,-41.4702863548114,-41.8595933996865,-41.8885977160583,-44.1353080725253,-44.943641842837,-45.5422094165051,-48.9099213433222,-49.5333629196249,-51.4582156733336,-53.654007468376,-50.8106753180768,-47.1763587951703,-44.8248687996499,-44.1226516651127,-43.8972998397171,-43.8323401938039,-43.6262704105394,-43.4084475968577,-43.7613753624617,-44.0989872497565,-45.3440246723916,-45.8330771135937,-45.4061051686305,-45.0482299642282,-48.2542394907663,-49.3318489912346,-47.8747492555974,-48.6921521255123,-47.8531361432424,-46.4318706857633,-45.9797334502817,-43.9530960693642,-42.286832011169,-41.4555585915731,-40.7575018725258,-40.2495974417114,-40.2939892689212,-40.2226100508688,-40.9444809988279,-42.3634248705313,-43.8239812977731,-44.8193268746816,-44.6989858424285,-45.2262773065519,-46.2469892702207,-46.7061603379573,-46.594937430475,-44.8855273360749
-45.4045286572965,-44.2704576654237,-43.1905451181674,-42.2940854021424,-42.2311169647882,-41.903112011248,-42.5416543719367,-43.0432869509409,-43.4298154876939,-44.9805517072342,-48.2760852774759,-48.1010381599704,-49.8014058357343,-53.0581035521481,-61.1828295175773,-63.8193461217816,-54.1687447603749,-48.222161300536,-45.2679928394805,-44.1022991496307,-43.1688025102615,-42.5190877750098,-41.8547100209012,-41.7365404280464,-41.6900737437199,-42.1826690065284,-42.8498122087911,-43.3041439610595,-42.9497246755162,-43.831239098291,-46.7885788451075,-46.9317270317401,-45.212828020712,-45.9315663969437,-46.0605257633679,-44.6291630408071,-44.4276424458346,-43.3992704100981,-42.0285744187978,-40.9822923864302,-40.4072376774644,-40.0418315754432,-40.1701430788086,-40.0137709091527,-40.5005539251029,-41.3173913691203,-42.138869691212,-42.8127943521704,-43.3802413459495,-44.8354011162306,-46.0345904446711,-46.6411595630706,-47.363056684579,-46.2818088964854
-43.6840844467919,-42.99948744435,-42.5655840117154,-42.3199963085315,-43.1595007014698,-43.5208706131632,-44.5104272637601,-45.2936539384543,-46.5572728398994,-46.3800074825631,-50.3088901486766,-49.9808176664738,-49.0009384653369,-52.4374674451751,-54.4722966877796,-53.5292704110763,-51.9414078176881,-47.2745684809862,-45.0516334130551,-43.8423226115714,-42.5124605458432,-41.4619310059931,-40.6747478701298,-40.6921276582595,-40.4918772709171,-40.9794691007524,-41.2890105151705,-41.8203214263896,-41.8484338221268,-43.5989448595517,-45.2787337691401,-45.1291706363083,-44.3035637440714,-44.7383765806772,-45.2480702201386,-44.2745340989646,-43.7339163697272,-43.2701896690103,-42.2347169677868,-40.9711220882039,-40.2716590006293,-39.9883383956232,-40.0410102824018,-39.9157879545738,-40.0558646308243,-40.2615523983947,-40.8504770247632,-41.7844171728786,-43.3618157301341,-45.6154937721699,-47.1106095746963,-48.0573286638684,-49.2016250645375,-48.5198638647402
-42.0305510023949,-41.7281984844512,-41.9008992942474,-42.3967415606126,-43.9430360589652,-45.8727669955831,-47.7075386102061,-49.7409099409459,-52.8837373413754,-49.1615514969775,-50.5935259035522,-49.9139472594862,-48.2186154986487,-49.2712255725325,-48.6045754345475,-48.9373322969541,-48.3899993498888,-45.6939246281677,-44.4112135901572,-43.5569441346767,-42.1868126948341,-40.9969799701636,-40.2991406073028,-40.3148744959901,-40.0933443368926,-40.4844635599215,-40.6424291725946,-41.3190920120558,-41.9237923591167,-44.1346306739153,-44.3271909459525,-44.377832332329,-44.9984624325256,-45.0889409435345,-45.5673733953861,-45.3152561389752,-44.1794618377181,-43.6721742651777,-42.8474298133924,-41.6050784439422,-40.6821241224678,-40.331521307384,-40.0966168537549,-40.0033114942867,-39.8171873721461,-39.6097357111651,-40.2005023207559,-41.5171105073491,-43.8656111606224,-46.0953772924498,-47.9848380560865,-50.9341563545439,-53.8650448991524,-51.2095779718115
-40.6138434082972,-40.5398611176883,-41.0662093356309,-42.1099968161136,-43.7574443583606,-47.0341331076201,-50.621803449202,-59.1602181817543,-68.548652635435,-52.4678190666854,-50.1129290747666,-49.1036961498388,-47.9867585300433,-47.3905910396566,-46.3592426047029,-47.1563910997522,-46.5435743021341,-45.1854574156776,-44.376658372328,-43.7240809056031,-42.3850298621827,-41.2740607152197,-40.722109183886,-40.5597489533852,-40.3898179020835,-40.6041825179163,-40.7890441274271,-41.6586601349221,-42.9313358062775,-45.1710917960471,-44.3806870791281,-45.042861502318,-47.5057114586695,-47.2119821740851,-47.2195855714718,-47.6824154061968,-45.8673920065535,-44.8455783208878,-44.0397801103382,-43.115872854359,-41.98708775946,-41.334935794212,-40.593479737607,-40.4110409124703,-39.9952710096702,-39.6299326681826,-40.252942687964,-41.715284189308,-43.8860204718355,-45.2417270077082,-47.1004241616432,-52.0180356524918,-76.0787034775398,-51.4452352649841
